run_id,display_name,backbone_combination,fusion_method,macro_f1,backbone,label,precision,recall,f1,support,feature_source,class_f1_gain,class_precision_gain,class_recall_gain,macro_f1_gain,frozen_f1,frozen_precision,frozen_recall,source_display_name
20260529_173640_finetuned_mnv2_none_mlp_s42,mnv2,mobilenet_v2,none,0.5749695585555911,mobilenet_v2,df,0.3333333333333333,0.55,0.4150943396226415,20,finetuned,0.10740203193033376,0.017543859649122806,0.25000000000000006,0.10744330645204342,0.3076923076923077,0.3157894736842105,0.3,fine-tuned mnv2
20260529_173640_finetuned_mnv2_none_mlp_s42,mnv2,mobilenet_v2,none,0.5749695585555911,mobilenet_v2,mel,0.388646288209607,0.5329341317365269,0.4494949494949495,167,finetuned,0.04225513049042462,0.06137356093687979,-0.005988023952095856,0.10744330645204342,0.4072398190045249,0.3272727272727272,0.5389221556886228,fine-tuned mnv2
20260529_173640_finetuned_mnv2_none_mlp_s42,mnv2,mobilenet_v2,none,0.5749695585555911,mobilenet_v2,nv,0.931350114416476,0.8107569721115537,0.8668796592119276,1004,finetuned,0.04031544406373877,0.010812217105962363,0.06075697211155373,0.10744330645204342,0.8265642151481888,0.9205378973105136,0.75,fine-tuned mnv2
20260529_173640_finetuned_mnv2_none_mlp_s42,mnv2,mobilenet_v2,none,0.5749695585555911,mobilenet_v2,vasc,0.5833333333333334,0.6666666666666666,0.6222222222222222,21,finetuned,0.13333333333333336,0.12500000000000006,0.1428571428571428,0.10744330645204342,0.4888888888888889,0.4583333333333333,0.5238095238095238,fine-tuned mnv2
20260529_173748_finetuned_mnv2-effb0_concat_mlp_s42,mnv2+effb0 concat,mobilenet_v2+efficientnet_b0,concat,0.601564531147144,mobilenet_v2+efficientnet_b0,akiec,0.4285714285714285,0.75,0.5454545454545454,52,finetuned,0.07004470938897173,0.01428571428571418,0.1923076923076923,0.07105989915281574,0.4754098360655737,0.4142857142857143,0.5576923076923077,fine-tuned mnv2+effb0 concat
20260529_173748_finetuned_mnv2-effb0_concat_mlp_s42,mnv2+effb0 concat,mobilenet_v2+efficientnet_b0,concat,0.601564531147144,mobilenet_v2+efficientnet_b0,bcc,0.5376344086021505,0.704225352112676,0.6097560975609756,71,finetuned,0.12017276422764228,0.14920465653603482,0.04225352112676051,0.07105989915281574,0.4895833333333333,0.3884297520661157,0.6619718309859155,fine-tuned mnv2+effb0 concat
20260529_173748_finetuned_mnv2-effb0_concat_mlp_s42,mnv2+effb0 concat,mobilenet_v2+efficientnet_b0,concat,0.601564531147144,mobilenet_v2+efficientnet_b0,bkl,0.5138121546961326,0.5568862275449101,0.5344827586206896,167,finetuned,0.02719412888308026,0.019493972877950794,0.0359281437125748,0.07105989915281574,0.5072886297376094,0.4943181818181818,0.5209580838323353,fine-tuned mnv2+effb0 concat
20260529_173748_finetuned_mnv2-effb0_concat_mlp_s42,mnv2+effb0 concat,mobilenet_v2+efficientnet_b0,concat,0.601564531147144,mobilenet_v2+efficientnet_b0,df,0.3777777777777777,0.85,0.5230769230769231,20,finetuned,0.2622073578595318,0.147008547008547,0.55,0.07105989915281574,0.2608695652173913,0.2307692307692307,0.3,fine-tuned mnv2+effb0 concat
20260529_173748_finetuned_mnv2-effb0_concat_mlp_s42,mnv2+effb0 concat,mobilenet_v2+efficientnet_b0,concat,0.601564531147144,mobilenet_v2+efficientnet_b0,mel,0.4014869888475836,0.6467065868263473,0.4954128440366973,167,finetuned,0.0593663324087903,-0.02224182471173841,0.19760479041916168,0.07105989915281574,0.436046511627907,0.423728813559322,0.4491017964071856,fine-tuned mnv2+effb0 concat
20260529_173748_finetuned_mnv2-effb0_concat_mlp_s42,mnv2+effb0 concat,mobilenet_v2+efficientnet_b0,concat,0.601564531147144,mobilenet_v2+efficientnet_b0,nv,0.9413965087281796,0.75199203187251,0.8361018826135105,1004,finetuned,-0.04156599869830624,0.022094436754351965,-0.08764940239043828,0.07105989915281574,0.8776678813118167,0.9193020719738276,0.8396414342629482,fine-tuned mnv2+effb0 concat
20260529_173748_finetuned_mnv2-effb0_concat_mlp_s42,mnv2+effb0 concat,mobilenet_v2+efficientnet_b0,concat,0.601564531147144,mobilenet_v2+efficientnet_b0,vasc,0.6666666666666666,0.6666666666666666,0.6666666666666666,21,finetuned,0.0,-0.13333333333333341,0.09523809523809523,0.07105989915281574,0.6666666666666666,0.8,0.5714285714285714,fine-tuned mnv2+effb0 concat
20260529_173756_finetuned_mnv2-effb0_weighted_mlp_s42,mnv2+effb0 weighted,mobilenet_v2+efficientnet_b0,weighted,0.5940426542458282,mobilenet_v2+efficientnet_b0,akiec,0.4105263157894737,0.75,0.5306122448979592,52,finetuned,-0.014842300556586197,-0.06773455377574372,0.11538461538461542,0.03248359001872925,0.5454545454545454,0.4782608695652174,0.6346153846153846,fine-tuned mnv2+effb0 weighted
20260529_173756_finetuned_mnv2-effb0_weighted_mlp_s42,mnv2+effb0 weighted,mobilenet_v2+efficientnet_b0,weighted,0.5940426542458282,mobilenet_v2+efficientnet_b0,bcc,0.4862385321100917,0.7464788732394366,0.5888888888888889,71,finetuned,0.040108401084010814,0.0023675643681562164,0.11267605633802813,0.03248359001872925,0.5487804878048781,0.4838709677419355,0.6338028169014085,fine-tuned mnv2+effb0 weighted
20260529_173756_finetuned_mnv2-effb0_weighted_mlp_s42,mnv2+effb0 weighted,mobilenet_v2+efficientnet_b0,weighted,0.5940426542458282,mobilenet_v2+efficientnet_b0,bkl,0.4972067039106145,0.5329341317365269,0.5144508670520231,167,finetuned,0.027271379872536028,-0.026931227123868307,0.07784431137724551,0.03248359001872925,0.4871794871794871,0.5241379310344828,0.4550898203592814,fine-tuned mnv2+effb0 weighted
20260529_173756_finetuned_mnv2-effb0_weighted_mlp_s42,mnv2+effb0 weighted,mobilenet_v2+efficientnet_b0,weighted,0.5940426542458282,mobilenet_v2+efficientnet_b0,df,0.40625,0.65,0.5,20,finetuned,0.08490566037735853,0.07291666666666669,0.09999999999999998,0.03248359001872925,0.4150943396226415,0.3333333333333333,0.55,fine-tuned mnv2+effb0 weighted
20260529_173756_finetuned_mnv2-effb0_weighted_mlp_s42,mnv2+effb0 weighted,mobilenet_v2+efficientnet_b0,weighted,0.5940426542458282,mobilenet_v2+efficientnet_b0,mel,0.3785714285714285,0.6347305389221557,0.4742729306487696,167,finetuned,0.008948545861297563,0.0071428571428571175,0.0119760479041916,0.03248359001872925,0.465324384787472,0.3714285714285714,0.6227544910179641,fine-tuned mnv2+effb0 weighted
20260529_173756_finetuned_mnv2-effb0_weighted_mlp_s42,mnv2+effb0 weighted,mobilenet_v2+efficientnet_b0,weighted,0.5940426542458282,mobilenet_v2+efficientnet_b0,nv,0.9455006337135616,0.7430278884462151,0.8321249302844395,1004,finetuned,-0.024710376497045994,0.013416324580072025,-0.04980079681274896,0.03248359001872925,0.8568353067814855,0.9320843091334896,0.7928286852589641,fine-tuned mnv2+effb0 weighted
20260529_173756_finetuned_mnv2-effb0_weighted_mlp_s42,mnv2+effb0 weighted,mobilenet_v2+efficientnet_b0,weighted,0.5940426542458282,mobilenet_v2+efficientnet_b0,vasc,0.7777777777777778,0.6666666666666666,0.717948717948718,21,finetuned,0.10570381998953426,0.2420634920634921,-0.04761904761904767,0.03248359001872925,0.6122448979591837,0.5357142857142857,0.7142857142857143,fine-tuned mnv2+effb0 weighted
20260529_173629_finetuned_r50_none_mlp_s42,r50,resnet50,none,0.6577546004544469,resnet50,akiec,0.5245901639344263,0.6153846153846154,0.5663716814159292,52,finetuned,0.07856680336714872,0.10205495266682063,0.03846153846153855,0.12667394781271846,0.4878048780487805,0.4225352112676056,0.5769230769230769,fine-tuned r50
20260529_173629_finetuned_r50_none_mlp_s42,r50,resnet50,none,0.6577546004544469,resnet50,bcc,0.611764705882353,0.7323943661971831,0.6666666666666666,71,finetuned,0.21579961464354525,0.22941176470588248,0.18309859154929575,0.12667394781271846,0.4508670520231214,0.3823529411764705,0.5492957746478874,fine-tuned r50
20260529_173629_finetuned_r50_none_mlp_s42,r50,resnet50,none,0.6577546004544469,resnet50,bkl,0.5833333333333334,0.5868263473053892,0.5850746268656717,167,finetuned,0.07951907131011615,0.11183074265975829,0.041916167664670656,0.12667394781271846,0.5055555555555555,0.4715025906735751,0.5449101796407185,fine-tuned r50
20260529_173629_finetuned_r50_none_mlp_s42,r50,resnet50,none,0.6577546004544469,resnet50,df,0.5185185185185185,0.7,0.5957446808510638,20,finetuned,0.3457446808510638,0.3042328042328043,0.39999999999999997,0.12667394781271846,0.25,0.2142857142857142,0.3,fine-tuned r50
20260529_173629_finetuned_r50_none_mlp_s42,r50,resnet50,none,0.6577546004544469,resnet50,mel,0.4504504504504504,0.5988023952095808,0.5141388174807198,167,finetuned,0.06794459175893497,0.05325418876820742,0.08982035928143706,0.12667394781271846,0.4461942257217848,0.397196261682243,0.5089820359281437,fine-tuned r50
20260529_173629_finetuned_r50_none_mlp_s42,r50,resnet50,none,0.6577546004544469,resnet50,nv,0.9262472885032538,0.850597609561753,0.8868120456905504,1004,finetuned,0.029669188547693293,0.00023572780961211848,0.05278884462151401,0.12667394781271846,0.8571428571428571,0.9260115606936417,0.797808764940239,fine-tuned r50
20260529_173629_finetuned_r50_none_mlp_s42,r50,resnet50,none,0.6577546004544469,resnet50,vasc,0.8823529411764706,0.7142857142857143,0.7894736842105263,21,finetuned,0.06947368421052635,0.26166328600405675,-0.1428571428571428,0.12667394781271846,0.72,0.6206896551724138,0.8571428571428571,fine-tuned r50
20260529_173730_finetuned_r50-effb0_concat_mlp_s42,r50+effb0 concat,resnet50+efficientnet_b0,concat,0.6787325242339214,resnet50+efficientnet_b0,akiec,0.5066666666666667,0.7307692307692307,0.5984251968503937,52,finetuned,0.06901343214451139,0.07809523809523822,0.038461538461538436,0.08353250355281638,0.5294117647058824,0.4285714285714285,0.6923076923076923,fine-tuned r50+effb0 concat
20260529_173730_finetuned_r50-effb0_concat_mlp_s42,r50+effb0 concat,resnet50+efficientnet_b0,concat,0.6787325242339214,resnet50+efficientnet_b0,bcc,0.7,0.6901408450704225,0.6950354609929078,71,finetuned,0.14012216619522,0.22941176470588237,0.014084507042253502,0.08353250355281638,0.5549132947976878,0.4705882352941176,0.676056338028169,fine-tuned r50+effb0 concat
20260529_173730_finetuned_r50-effb0_concat_mlp_s42,r50+effb0 concat,resnet50+efficientnet_b0,concat,0.6787325242339214,resnet50+efficientnet_b0,bkl,0.592814371257485,0.592814371257485,0.592814371257485,167,finetuned,0.03512206356517733,-0.007185628742514938,0.07185628742514971,0.08353250355281638,0.5576923076923077,0.6,0.5209580838323353,fine-tuned r50+effb0 concat
20260529_173730_finetuned_r50-effb0_concat_mlp_s42,r50+effb0 concat,resnet50+efficientnet_b0,concat,0.6787325242339214,resnet50+efficientnet_b0,df,0.6875,0.55,0.6111111111111112,20,finetuned,0.13111111111111118,0.2875,-0.04999999999999993,0.08353250355281638,0.48,0.4,0.6,fine-tuned r50+effb0 concat
20260529_173730_finetuned_r50-effb0_concat_mlp_s42,r50+effb0 concat,resnet50+efficientnet_b0,concat,0.6787325242339214,resnet50+efficientnet_b0,mel,0.5098039215686274,0.6227544910179641,0.5606469002695418,167,finetuned,0.08494357546135767,0.09462535014005602,0.06586826347305397,0.08353250355281638,0.4757033248081841,0.4151785714285714,0.5568862275449101,fine-tuned r50+effb0 concat
20260529_173730_finetuned_r50-effb0_concat_mlp_s42,r50+effb0 concat,resnet50+efficientnet_b0,concat,0.6787325242339214,resnet50+efficientnet_b0,nv,0.917981072555205,0.8695219123505976,0.8930946291560102,1004,finetuned,0.01829272741274557,-0.013402504497663448,0.044820717131474064,0.08353250355281638,0.8748019017432647,0.9313835770528684,0.8247011952191236,fine-tuned r50+effb0 concat
20260529_173730_finetuned_r50-effb0_concat_mlp_s42,r50+effb0 concat,resnet50+efficientnet_b0,concat,0.6787325242339214,resnet50+efficientnet_b0,vasc,0.8421052631578947,0.7619047619047619,0.8,21,finetuned,0.10612244897959189,0.2349624060150376,-0.04761904761904767,0.08353250355281638,0.6938775510204082,0.6071428571428571,0.8095238095238095,fine-tuned r50+effb0 concat
20260529_173742_finetuned_r50-effb0_weighted_mlp_s42,r50+effb0 weighted,resnet50+efficientnet_b0,weighted,0.6976650579184576,resnet50+efficientnet_b0,akiec,0.6029411764705882,0.7884615384615384,0.6833333333333333,52,finetuned,0.16609195402298849,0.1341911764705882,0.21153846153846156,0.16560694357313754,0.5172413793103449,0.46875,0.5769230769230769,fine-tuned r50+effb0 weighted
20260529_173742_finetuned_r50-effb0_weighted_mlp_s42,r50+effb0 weighted,resnet50+efficientnet_b0,weighted,0.6976650579184576,resnet50+efficientnet_b0,bcc,0.7142857142857143,0.704225352112676,0.7092198581560284,71,finetuned,0.19785622179239204,0.2857142857142858,0.07042253521126751,0.16560694357313754,0.5113636363636364,0.4285714285714285,0.6338028169014085,fine-tuned r50+effb0 weighted
20260529_173742_finetuned_r50-effb0_weighted_mlp_s42,r50+effb0 weighted,resnet50+efficientnet_b0,weighted,0.6976650579184576,resnet50+efficientnet_b0,bkl,0.6043956043956044,0.6586826347305389,0.6303724928366762,167,finetuned,0.12887995552324338,0.10439560439560436,0.15568862275449102,0.16560694357313754,0.5014925373134328,0.5,0.5029940119760479,fine-tuned r50+effb0 weighted
20260529_173742_finetuned_r50-effb0_weighted_mlp_s42,r50+effb0 weighted,resnet50+efficientnet_b0,weighted,0.6976650579184576,resnet50+efficientnet_b0,df,0.7058823529411765,0.6,0.6486486486486487,20,finetuned,0.3905841325196165,0.5154061624649862,0.19999999999999996,0.16560694357313754,0.2580645161290322,0.1904761904761904,0.4,fine-tuned r50+effb0 weighted
20260529_173742_finetuned_r50-effb0_weighted_mlp_s42,r50+effb0 weighted,resnet50+efficientnet_b0,weighted,0.6976650579184576,resnet50+efficientnet_b0,mel,0.484304932735426,0.6467065868263473,0.5538461538461539,167,finetuned,0.10845000823587558,0.13763826606875934,0.0239520958083832,0.16560694357313754,0.4453961456102783,0.3466666666666667,0.6227544910179641,fine-tuned r50+effb0 weighted
20260529_173742_finetuned_r50-effb0_weighted_mlp_s42,r50+effb0 weighted,resnet50+efficientnet_b0,weighted,0.6976650579184576,resnet50+efficientnet_b0,nv,0.9274891774891776,0.853585657370518,0.8890041493775933,1004,finetuned,0.06482223035374413,-0.0024232129989324447,0.11354581673306774,0.16560694357313754,0.8241819190238492,0.92991239048811,0.7400398406374502,fine-tuned r50+effb0 weighted
20260529_173742_finetuned_r50-effb0_weighted_mlp_s42,r50+effb0 weighted,resnet50+efficientnet_b0,weighted,0.6976650579184576,resnet50+efficientnet_b0,vasc,0.8333333333333334,0.7142857142857143,0.7692307692307693,21,finetuned,0.10256410256410264,0.20833333333333337,0.0,0.16560694357313754,0.6666666666666666,0.625,0.7142857142857143,fine-tuned r50+effb0 weighted
20260529_173707_finetuned_r50-mnv2_concat_mlp_s42,r50+mnv2 concat,resnet50+mobilenet_v2,concat,0.6852993171057028,resnet50+mobilenet_v2,akiec,0.4361702127659574,0.7884615384615384,0.5616438356164384,52,finetuned,0.07566252720522348,-0.03655705996131531,0.28846153846153844,0.14184440106477392,0.4859813084112149,0.4727272727272727,0.5,fine-tuned r50+mnv2 concat
20260529_173707_finetuned_r50-mnv2_concat_mlp_s42,r50+mnv2 concat,resnet50+mobilenet_v2,concat,0.6852993171057028,resnet50+mobilenet_v2,bcc,0.746268656716418,0.704225352112676,0.7246376811594203,71,finetuned,0.21889055472263863,0.31908419069700056,0.08450704225352113,0.14184440106477392,0.5057471264367817,0.4271844660194174,0.6197183098591549,fine-tuned r50+mnv2 concat
20260529_173707_finetuned_r50-mnv2_concat_mlp_s42,r50+mnv2 concat,resnet50+mobilenet_v2,concat,0.6852993171057028,resnet50+mobilenet_v2,bkl,0.5706214689265536,0.6047904191616766,0.5872093023255814,167,finetuned,0.036311098732767055,0.01972326533373925,0.053892215568862256,0.14184440106477392,0.5508982035928144,0.5508982035928144,0.5508982035928144,fine-tuned r50+mnv2 concat
20260529_173707_finetuned_r50-mnv2_concat_mlp_s42,r50+mnv2 concat,resnet50+mobilenet_v2,concat,0.6852993171057028,resnet50+mobilenet_v2,df,0.6363636363636364,0.7,0.6666666666666666,20,finetuned,0.30303030303030304,0.30303030303030304,0.29999999999999993,0.14184440106477392,0.3636363636363636,0.3333333333333333,0.4,fine-tuned r50+mnv2 concat
20260529_173707_finetuned_r50-mnv2_concat_mlp_s42,r50+mnv2 concat,resnet50+mobilenet_v2,concat,0.6852993171057028,resnet50+mobilenet_v2,mel,0.4845360824742268,0.562874251497006,0.5207756232686981,167,finetuned,0.057918480411555284,0.04191313165455468,0.07784431137724557,0.14184440106477392,0.4628571428571428,0.4426229508196721,0.4850299401197604,fine-tuned r50+mnv2 concat
20260529_173707_finetuned_r50-mnv2_concat_mlp_s42,r50+mnv2 concat,resnet50+mobilenet_v2,concat,0.6852993171057028,resnet50+mobilenet_v2,nv,0.9291084854994628,0.8615537848605578,0.8940568475452196,1004,finetuned,0.018992580193034514,0.024751418549409543,0.013944223107569709,0.14184440106477392,0.8750642673521851,0.9043570669500532,0.8476095617529881,fine-tuned r50+mnv2 concat
20260529_173707_finetuned_r50-mnv2_concat_mlp_s42,r50+mnv2 concat,resnet50+mobilenet_v2,concat,0.6852993171057028,resnet50+mobilenet_v2,vasc,0.9411764705882352,0.7619047619047619,0.8421052631578947,21,finetuned,0.28210526315789464,0.45841784989858,0.09523809523809523,0.14184440106477392,0.56,0.4827586206896552,0.6666666666666666,fine-tuned r50+mnv2 concat
20260529_173720_finetuned_r50-mnv2_weighted_mlp_s42,r50+mnv2 weighted,resnet50+mobilenet_v2,weighted,0.6511762007118466,resnet50+mobilenet_v2,akiec,0.5076923076923077,0.6346153846153846,0.5641025641025641,52,finetuned,0.1546537452049263,0.161025641025641,0.13461538461538458,0.13135610045432478,0.4094488188976378,0.3466666666666667,0.5,fine-tuned r50+mnv2 weighted
20260529_173720_finetuned_r50-mnv2_weighted_mlp_s42,r50+mnv2 weighted,resnet50+mobilenet_v2,weighted,0.6511762007118466,resnet50+mobilenet_v2,bcc,0.6621621621621622,0.6901408450704225,0.6758620689655173,71,finetuned,0.20187362965915895,0.26020137784843667,0.11267605633802813,0.13135610045432478,0.4739884393063583,0.4019607843137255,0.5774647887323944,fine-tuned r50+mnv2 weighted
20260529_173720_finetuned_r50-mnv2_weighted_mlp_s42,r50+mnv2 weighted,resnet50+mobilenet_v2,weighted,0.6511762007118466,resnet50+mobilenet_v2,bkl,0.6028368794326241,0.5089820359281437,0.551948051948052,167,finetuned,0.08100003971563607,0.12158687943262408,0.04790419161676651,0.13135610045432478,0.4709480122324159,0.48125,0.4610778443113772,fine-tuned r50+mnv2 weighted
20260529_173720_finetuned_r50-mnv2_weighted_mlp_s42,r50+mnv2 weighted,resnet50+mobilenet_v2,weighted,0.6511762007118466,resnet50+mobilenet_v2,df,0.6875,0.55,0.6111111111111112,20,finetuned,0.2611111111111112,0.3375,0.20000000000000007,0.13135610045432478,0.35,0.35,0.35,fine-tuned r50+mnv2 weighted
20260529_173720_finetuned_r50-mnv2_weighted_mlp_s42,r50+mnv2 weighted,resnet50+mobilenet_v2,weighted,0.6511762007118466,resnet50+mobilenet_v2,mel,0.4219409282700422,0.5988023952095808,0.495049504950495,167,finetuned,0.05676235129810209,0.04368005870482483,0.07784431137724546,0.13135610045432478,0.4382871536523929,0.3782608695652174,0.5209580838323353,fine-tuned r50+mnv2 weighted
20260529_173720_finetuned_r50-mnv2_weighted_mlp_s42,r50+mnv2 weighted,resnet50+mobilenet_v2,weighted,0.6511762007118466,resnet50+mobilenet_v2,nv,0.905163329820864,0.8555776892430279,0.8796722990271377,1004,finetuned,0.019967657676926764,-0.008513800223979184,0.043824701195219196,0.13135610045432478,0.859704641350211,0.9136771300448432,0.8117529880478087,fine-tuned r50+mnv2 weighted
20260529_173720_finetuned_r50-mnv2_weighted_mlp_s42,r50+mnv2 weighted,resnet50+mobilenet_v2,weighted,0.6511762007118466,resnet50+mobilenet_v2,vasc,0.8,0.7619047619047619,0.7804878048780488,21,finetuned,0.14412416851441245,0.19130434782608696,0.09523809523809523,0.13135610045432478,0.6363636363636364,0.6086956521739131,0.6666666666666666,fine-tuned r50+mnv2 weighted
20260529_173806_finetuned_r50-mnv2-effb0_concat_mlp_s42,r50+mnv2+effb0 concat,resnet50+mobilenet_v2+efficientnet_b0,concat,0.7059113258715694,resnet50+mobilenet_v2+efficientnet_b0,akiec,0.5324675324675324,0.7884615384615384,0.6356589147286822,52,finetuned,0.1356589147286822,0.11141490088858513,0.17307692307692302,0.12964114163170526,0.5,0.4210526315789473,0.6153846153846154,fine-tuned r50+mnv2+effb0 concat
20260529_173806_finetuned_r50-mnv2-effb0_concat_mlp_s42,r50+mnv2+effb0 concat,resnet50+mobilenet_v2+efficientnet_b0,concat,0.7059113258715694,resnet50+mobilenet_v2+efficientnet_b0,bcc,0.765625,0.6901408450704225,0.725925925925926,71,finetuned,0.19428035630567286,0.2828663793103448,0.09859154929577463,0.12964114163170526,0.5316455696202531,0.4827586206896552,0.5915492957746479,fine-tuned r50+mnv2+effb0 concat
20260529_173806_finetuned_r50-mnv2-effb0_concat_mlp_s42,r50+mnv2+effb0 concat,resnet50+mobilenet_v2+efficientnet_b0,concat,0.7059113258715694,resnet50+mobilenet_v2+efficientnet_b0,bkl,0.6516129032258065,0.6047904191616766,0.6273291925465838,167,finetuned,0.06691788149259925,0.16062191223481553,-0.04790419161676651,0.12964114163170526,0.5604113110539846,0.4909909909909909,0.6526946107784432,fine-tuned r50+mnv2+effb0 concat
20260529_173806_finetuned_r50-mnv2-effb0_concat_mlp_s42,r50+mnv2+effb0 concat,resnet50+mobilenet_v2+efficientnet_b0,concat,0.7059113258715694,resnet50+mobilenet_v2+efficientnet_b0,df,0.7857142857142857,0.55,0.6470588235294118,20,finetuned,0.1708683473389357,0.3311688311688312,0.050000000000000044,0.12964114163170526,0.4761904761904761,0.4545454545454545,0.5,fine-tuned r50+mnv2+effb0 concat
20260529_173806_finetuned_r50-mnv2-effb0_concat_mlp_s42,r50+mnv2+effb0 concat,resnet50+mobilenet_v2+efficientnet_b0,concat,0.7059113258715694,resnet50+mobilenet_v2+efficientnet_b0,mel,0.5274725274725275,0.5748502994011976,0.5501432664756447,167,finetuned,0.10569882203120029,0.0688738013578778,0.14371257485029937,0.12964114163170526,0.4444444444444444,0.4585987261146497,0.4311377245508982,fine-tuned r50+mnv2+effb0 concat
20260529_173806_finetuned_r50-mnv2-effb0_concat_mlp_s42,r50+mnv2+effb0 concat,resnet50+mobilenet_v2+efficientnet_b0,concat,0.7059113258715694,resnet50+mobilenet_v2+efficientnet_b0,nv,0.9112008072653884,0.899402390438247,0.9052631578947368,1004,finetuned,0.020427305888483516,-0.016668045193627967,0.05378486055776888,0.12964114163170526,0.8848358520062533,0.9278688524590164,0.8456175298804781,fine-tuned r50+mnv2+effb0 concat
20260529_173806_finetuned_r50-mnv2-effb0_concat_mlp_s42,r50+mnv2+effb0 concat,resnet50+mobilenet_v2+efficientnet_b0,concat,0.7059113258715694,resnet50+mobilenet_v2+efficientnet_b0,vasc,0.8947368421052632,0.8095238095238095,0.85,21,finetuned,0.21363636363636362,0.2860411899313501,0.1428571428571429,0.12964114163170526,0.6363636363636364,0.6086956521739131,0.6666666666666666,fine-tuned r50+mnv2+effb0 concat
20260529_173817_finetuned_r50-mnv2-effb0_weighted_mlp_s42,r50+mnv2+effb0 weighted,resnet50+mobilenet_v2+efficientnet_b0,weighted,0.6867827900397871,resnet50+mobilenet_v2+efficientnet_b0,akiec,0.527027027027027,0.75,0.6190476190476191,52,finetuned,0.11904761904761907,0.15202702702702697,0.0,0.16756078713778588,0.5,0.375,0.75,fine-tuned r50+mnv2+effb0 weighted
20260529_173817_finetuned_r50-mnv2-effb0_weighted_mlp_s42,r50+mnv2+effb0 weighted,resnet50+mobilenet_v2+efficientnet_b0,weighted,0.6867827900397871,resnet50+mobilenet_v2+efficientnet_b0,bcc,0.7285714285714285,0.7183098591549296,0.723404255319149,71,finetuned,0.2648055292044993,0.3099667774086378,0.21126760563380287,0.16756078713778588,0.4585987261146497,0.4186046511627907,0.5070422535211268,fine-tuned r50+mnv2+effb0 weighted
